manufacturer,Model,Year,horse power,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Vehicle Size,Vehicle Style,cost of car
Volkswagen,Beetle,2015,210.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,28115
Volkswagen,Beetle,2015,210.0,4.0,AUTOMATED_MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,32475
Volkswagen,Beetle,2015,210.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,28675
Volkswagen,Beetle,2015,170.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,20695
Volkswagen,Beetle,2015,210.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,25450
Volkswagen,Beetle,2015,150.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,27710
Volkswagen,Beetle,2015,210.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,25450
Volkswagen,Beetle,2015,210.0,4.0,AUTOMATED_MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,26550
Volkswagen,Beetle,2015,170.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,25885
Volkswagen,Beetle,2015,210.0,4.0,AUTOMATED_MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,29215
Volkswagen,Beetle,2015,170.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,25095
Volkswagen,Beetle,2015,150.0,4.0,AUTOMATED_MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,26430
Volkswagen,Beetle,2015,170.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,25885
Volkswagen,Beetle,2015,150.0,4.0,AUTOMATED_MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,29625
Volkswagen,Beetle,2015,210.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,31375
Volkswagen,Beetle,2015,170.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,25095
Volkswagen,Beetle,2015,170.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,20695
Volkswagen,Beetle,2015,150.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,28525
Volkswagen,Beetle,2015,170.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,23085
Volkswagen,Beetle,2015,150.0,4.0,AUTOMATED_MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,28810
Volkswagen,Beetle,2015,170.0,4.0,AUTOMATIC,front wheel drive,2.0,Compact,2dr Hatchback,24705
Volkswagen,Beetle,2015,210.0,4.0,AUTOMATED_MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,29215
Volkswagen,Beetle,2015,170.0,4.0,AUTOMATIC,front wheel drive,2.0,Compact,2dr Hatchback,21795
Volkswagen,Beetle,2015,210.0,4.0,AUTOMATED_MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,32475
Volkswagen,Beetle,2015,210.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,28115
Volkswagen,Beetle,2015,210.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,28675
Volkswagen,Beetle,2015,210.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,31375
Volkswagen,Beetle,2015,210.0,4.0,AUTOMATED_MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,26550
Volkswagen,Beetle,2015,170.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,23605
Volkswagen,Beetle,2015,150.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,25330
Volkswagen,Beetle,2015,210.0,4.0,AUTOMATED_MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,29775
Volkswagen,Beetle,2015,210.0,4.0,AUTOMATED_MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,29775
Volkswagen,Beetle,2015,170.0,4.0,AUTOMATIC,front wheel drive,2.0,Compact,2dr Hatchback,24705
Volkswagen,Beetle,2015,170.0,4.0,AUTOMATIC,front wheel drive,2.0,Compact,2dr Hatchback,24185
Volkswagen,Beetle,2015,150.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,24795
Volkswagen,Beetle,2015,170.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,23605
Volkswagen,Beetle,2015,170.0,4.0,AUTOMATIC,front wheel drive,2.0,Compact,2dr Hatchback,26985
Volkswagen,Beetle,2016,210.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,25995
Volkswagen,Beetle,2016,210.0,4.0,AUTOMATED_MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,27095
Volkswagen,Beetle,2016,170.0,4.0,AUTOMATIC,front wheel drive,2.0,Compact,2dr Hatchback,22450
Volkswagen,Beetle,2016,170.0,4.0,AUTOMATIC,front wheel drive,2.0,Compact,2dr Hatchback,19795
Volkswagen,Beetle,2016,170.0,4.0,AUTOMATIC,front wheel drive,2.0,Compact,2dr Hatchback,25975
Volkswagen,Beetle,2016,170.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,21350
Volkswagen,Beetle,2016,210.0,4.0,AUTOMATED_MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,27095
Volkswagen,Beetle,2016,170.0,4.0,AUTOMATIC,front wheel drive,2.0,Compact,2dr Hatchback,19595
Volkswagen,Beetle,2016,210.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,31450
Volkswagen,Beetle,2016,210.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,31450
Volkswagen,Beetle,2016,170.0,4.0,AUTOMATIC,front wheel drive,2.0,Compact,2dr Hatchback,22450
Volkswagen,Beetle,2016,210.0,4.0,AUTOMATED_MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,32550
Volkswagen,Beetle,2016,170.0,4.0,AUTOMATIC,front wheel drive,2.0,Compact,2dr Hatchback,25975
Volkswagen,Beetle,2016,170.0,4.0,AUTOMATIC,front wheel drive,2.0,Compact,2dr Hatchback,23995
Volkswagen,Beetle,2016,210.0,4.0,AUTOMATED_MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,32550
Volkswagen,Beetle,2016,170.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,21350
Volkswagen,Beetle,2016,170.0,4.0,AUTOMATIC,front wheel drive,2.0,Compact,2dr Hatchback,19795
Volkswagen,Beetle,2016,210.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,25995
Volkswagen,Beetle,2016,170.0,4.0,AUTOMATIC,front wheel drive,2.0,Compact,2dr Hatchback,23995
Volkswagen,Beetle,2017,170.0,4.0,AUTOMATIC,front wheel drive,2.0,Compact,2dr Hatchback,20475
Volkswagen,Beetle,2017,170.0,4.0,AUTOMATIC,front wheel drive,2.0,Compact,2dr Hatchback,19995
Volkswagen,Beetle,2017,170.0,4.0,AUTOMATIC,front wheel drive,2.0,Compact,2dr Hatchback,23995
Volkswagen,Beetle,2017,170.0,4.0,AUTOMATIC,front wheel drive,2.0,Compact,2dr Hatchback,21890
Volkswagen,Beetle,2017,210.0,4.0,AUTOMATED_MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,32550
Volkswagen,Beetle,2017,170.0,4.0,AUTOMATIC,front wheel drive,2.0,Compact,2dr Hatchback,25975
Volkswagen,Beetle,2017,170.0,4.0,AUTOMATIC,front wheel drive,2.0,Compact,2dr Hatchback,22450
Chevrolet,Beretta,1994,170.0,4.0,MANUAL,front wheel drive,2.0,Compact,Coupe,2000
Chevrolet,Beretta,1994,120.0,4.0,MANUAL,front wheel drive,2.0,Compact,Coupe,2000
Chevrolet,Beretta,1995,120.0,4.0,MANUAL,front wheel drive,2.0,Midsize,Coupe,2000
Chevrolet,Beretta,1995,160.0,6.0,AUTOMATIC,front wheel drive,2.0,Midsize,Coupe,2000
Chevrolet,Beretta,1996,120.0,4.0,MANUAL,front wheel drive,2.0,Midsize,Coupe,2000
Chevrolet,Beretta,1996,155.0,6.0,AUTOMATIC,front wheel drive,2.0,Midsize,Coupe,2000
Chevrolet,Black Diamond Avalanche,2013,320.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Crew Cab Pickup,39030
Chevrolet,Black Diamond Avalanche,2013,320.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Crew Cab Pickup,41675
Chevrolet,Black Diamond Avalanche,2013,320.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Crew Cab Pickup,44580
Chevrolet,Black Diamond Avalanche,2013,320.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Crew Cab Pickup,38625
Chevrolet,Black Diamond Avalanche,2013,320.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Crew Cab Pickup,47885
Chevrolet,Black Diamond Avalanche,2013,320.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Crew Cab Pickup,35980
Lincoln,Blackwood,2002,300.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Crew Cab Pickup,51785
Chevrolet,Blazer,2003,190.0,6.0,MANUAL,rear wheel drive,2.0,Compact,2dr SUV,20745
Chevrolet,Blazer,2003,190.0,6.0,MANUAL,four wheel drive,2.0,Compact,2dr SUV,23745
Chevrolet,Blazer,2003,190.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,4dr SUV,24695
Chevrolet,Blazer,2003,190.0,6.0,AUTOMATIC,four wheel drive,4.0,Midsize,4dr SUV,26695
Chevrolet,Blazer,2003,190.0,6.0,MANUAL,rear wheel drive,2.0,Compact,2dr SUV,22845
Chevrolet,Blazer,2004,190.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,4dr SUV,25230
Chevrolet,Blazer,2004,190.0,6.0,AUTOMATIC,four wheel drive,4.0,Midsize,4dr SUV,27230
Chevrolet,Blazer,2004,190.0,6.0,MANUAL,four wheel drive,2.0,Compact,2dr SUV,24055
Chevrolet,Blazer,2004,190.0,6.0,MANUAL,rear wheel drive,2.0,Compact,2dr SUV,23255
Chevrolet,Blazer,2004,190.0,6.0,MANUAL,rear wheel drive,2.0,Compact,2dr SUV,21055
Chevrolet,Blazer,2005,190.0,6.0,MANUAL,four wheel drive,2.0,Compact,2dr SUV,24305
Chevrolet,Blazer,2005,190.0,6.0,MANUAL,rear wheel drive,2.0,Compact,2dr SUV,21305
Chevrolet,Blazer,2005,190.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,4dr SUV,25480
Chevrolet,Blazer,2005,190.0,6.0,AUTOMATIC,four wheel drive,4.0,Midsize,4dr SUV,27480
Pontiac,Bonneville,2003,205.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,26695
Pontiac,Bonneville,2003,205.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,29670
Pontiac,Bonneville,2003,240.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,34020
Pontiac,Bonneville,2004,205.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,27185
Pontiac,Bonneville,2004,275.0,8.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,35270
Pontiac,Bonneville,2004,205.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,30035
Pontiac,Bonneville,2005,275.0,8.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,35585
Pontiac,Bonneville,2005,205.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,30350
Pontiac,Bonneville,2005,205.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,27965
Kia,Borrego,2009,337.0,8.0,AUTOMATIC,rear wheel drive,4.0,Midsize,4dr SUV,30995
Kia,Borrego,2009,276.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,4dr SUV,27995
Kia,Borrego,2009,276.0,6.0,AUTOMATIC,four wheel drive,4.0,Midsize,4dr SUV,29995
Kia,Borrego,2009,276.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,4dr SUV,26245
Kia,Borrego,2009,337.0,8.0,AUTOMATIC,four wheel drive,4.0,Midsize,4dr SUV,39995
Kia,Borrego,2009,337.0,8.0,AUTOMATIC,rear wheel drive,4.0,Midsize,4dr SUV,37995
Kia,Borrego,2009,337.0,8.0,AUTOMATIC,four wheel drive,4.0,Midsize,4dr SUV,32995
Kia,Borrego,2009,337.0,8.0,AUTOMATIC,four wheel drive,4.0,Midsize,4dr SUV,30995
Kia,Borrego,2009,276.0,6.0,AUTOMATIC,four wheel drive,4.0,Midsize,4dr SUV,28295
Porsche,Boxster,2014,315.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,62100
Porsche,Boxster,2014,265.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,50400
Porsche,Boxster,2015,330.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,73500
Porsche,Boxster,2015,315.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,63300
Porsche,Boxster,2015,265.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,51400
Porsche,Boxster,2016,330.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,74600
Porsche,Boxster,2016,315.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,63900
Porsche,Boxster,2016,265.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,52100
Oldsmobile,Bravada,2002,270.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,34745
Oldsmobile,Bravada,2002,270.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,4dr SUV,32215
Oldsmobile,Bravada,2002,270.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,4dr SUV,32660
Oldsmobile,Bravada,2003,275.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,4dr SUV,33395
Oldsmobile,Bravada,2003,275.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,35345
Oldsmobile,Bravada,2004,275.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,4dr SUV,33920
Oldsmobile,Bravada,2004,275.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,35870
Plymouth,Breeze,1998,132.0,4.0,MANUAL,front wheel drive,4.0,Midsize,Sedan,2000
Plymouth,Breeze,1998,132.0,4.0,MANUAL,front wheel drive,4.0,Midsize,Sedan,2000
Plymouth,Breeze,1999,132.0,4.0,MANUAL,front wheel drive,4.0,Midsize,Sedan,2000
Plymouth,Breeze,1999,132.0,4.0,MANUAL,front wheel drive,4.0,Midsize,Sedan,2000
Plymouth,Breeze,2000,132.0,4.0,MANUAL,front wheel drive,4.0,Midsize,Sedan,2000
Ford,Bronco II,1990,140.0,6.0,MANUAL,rear wheel drive,2.0,Compact,2dr SUV,2000
Ford,Bronco II,1990,140.0,6.0,MANUAL,rear wheel drive,2.0,Compact,2dr SUV,2000
Ford,Bronco II,1990,140.0,6.0,MANUAL,four wheel drive,2.0,Compact,2dr SUV,2000
Ford,Bronco II,1990,140.0,6.0,MANUAL,four wheel drive,2.0,Compact,2dr SUV,2000
Ford,Bronco II,1990,140.0,6.0,MANUAL,four wheel drive,2.0,Compact,2dr SUV,2000
Ford,Bronco II,1990,140.0,6.0,MANUAL,rear wheel drive,2.0,Compact,2dr SUV,2000
Ford,Bronco II,1990,140.0,6.0,MANUAL,four wheel drive,2.0,Compact,2dr SUV,2000
Ford,Bronco II,1990,140.0,6.0,MANUAL,rear wheel drive,2.0,Compact,2dr SUV,2000
Ford,Bronco,1994,185.0,8.0,MANUAL,four wheel drive,2.0,Midsize,2dr SUV,2308
Ford,Bronco,1994,185.0,8.0,AUTOMATIC,four wheel drive,2.0,Midsize,2dr SUV,2585
Ford,Bronco,1994,185.0,8.0,MANUAL,four wheel drive,2.0,Midsize,2dr SUV,2396
Ford,Bronco,1995,205.0,8.0,MANUAL,four wheel drive,2.0,Midsize,2dr SUV,2620
Ford,Bronco,1995,205.0,8.0,AUTOMATIC,four wheel drive,2.0,Midsize,2dr SUV,2872
Ford,Bronco,1995,205.0,8.0,MANUAL,four wheel drive,2.0,Midsize,2dr SUV,2474
Ford,Bronco,1996,199.0,8.0,MANUAL,four wheel drive,2.0,Midsize,2dr SUV,2774
Ford,Bronco,1996,199.0,8.0,MANUAL,four wheel drive,2.0,Midsize,2dr SUV,2996
Ford,Bronco,1996,199.0,8.0,AUTOMATIC,four wheel drive,2.0,Midsize,2dr SUV,3248
Bentley,Brooklands,2009,530.0,8.0,AUTOMATIC,rear wheel drive,2.0,Large,Coupe,340990
Bentley,Brooklands,2010,530.0,8.0,AUTOMATIC,rear wheel drive,2.0,Large,Coupe,340990
Cadillac,Brougham,1990,140.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,2000
Cadillac,Brougham,1990,140.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,2000
Cadillac,Brougham,1991,170.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,2000
Cadillac,Brougham,1992,170.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,2000
Subaru,BRZ,2015,200.0,4.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,29490
Subaru,BRZ,2015,200.0,4.0,AUTOMATIC,rear wheel drive,2.0,Compact,Coupe,28795
Subaru,BRZ,2015,200.0,4.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,25695
Subaru,BRZ,2015,200.0,4.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,27695
Subaru,BRZ,2016,200.0,4.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,27395
Subaru,BRZ,2016,200.0,4.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,27690
Subaru,BRZ,2016,200.0,4.0,AUTOMATIC,rear wheel drive,2.0,Compact,Coupe,28495
Subaru,BRZ,2016,200.0,4.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,25395
Subaru,BRZ,2017,200.0,4.0,AUTOMATIC,rear wheel drive,2.0,Compact,Coupe,28745
Subaru,BRZ,2017,205.0,4.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,29695
Subaru,BRZ,2017,205.0,4.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,25495
Subaru,BRZ,2017,205.0,4.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,27645
Mercedes-Benz,C-Class,2015,241.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,40400
Mercedes-Benz,C-Class,2015,302.0,6.0,AUTOMATIC,all wheel drive,2.0,Compact,Coupe,46050
Mercedes-Benz,C-Class,2015,241.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,42575
Mercedes-Benz,C-Class,2015,451.0,8.0,AUTOMATIC,rear wheel drive,2.0,Compact,Coupe,62950
Mercedes-Benz,C-Class,2015,241.0,4.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,38400
Mercedes-Benz,C-Class,2015,302.0,6.0,AUTOMATIC,rear wheel drive,2.0,Compact,Coupe,44050
Mercedes-Benz,C-Class,2015,241.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,41050
Mercedes-Benz,C-Class,2015,329.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,48590
Mercedes-Benz,C-Class,2015,241.0,4.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,39050
Mercedes-Benz,C-Class,2015,503.0,8.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,71900
Mercedes-Benz,C-Class,2015,241.0,4.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,40575
Mercedes-Benz,C-Class,2015,469.0,8.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,63900
Mercedes-Benz,C-Class,2015,201.0,4.0,AUTOMATIC,rear wheel drive,2.0,Compact,Coupe,39400
Mercedes-Benz,C-Class,2016,241.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,43125
Mercedes-Benz,C-Class,2016,362.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,50800
Mercedes-Benz,C-Class,2016,241.0,4.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,41125
Mercedes-Benz,C-Class,2016,241.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,41275
Mercedes-Benz,C-Class,2016,503.0,8.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,73250
Mercedes-Benz,C-Class,2016,469.0,8.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,65250
Mercedes-Benz,C-Class,2016,241.0,4.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,38950
Mercedes-Benz,C-Class,2016,241.0,4.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,39275
Mercedes-Benz,C-Class,2016,241.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,40950
Mercedes-Benz,C-Class,2017,241.0,4.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,39850
Mercedes-Benz,C-Class,2017,241.0,4.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,39500
Mercedes-Benz,C-Class,2017,362.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,52000
Mercedes-Benz,C-Class,2017,503.0,8.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,72800
Mercedes-Benz,C-Class,2017,469.0,8.0,AUTOMATIC,rear wheel drive,2.0,Midsize,Coupe,67000
Mercedes-Benz,C-Class,2017,241.0,4.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,41675
Mercedes-Benz,C-Class,2017,241.0,4.0,AUTOMATIC,all wheel drive,2.0,Midsize,Coupe,44650
Mercedes-Benz,C-Class,2017,241.0,4.0,AUTOMATIC,rear wheel drive,2.0,Midsize,Coupe,42650
Mercedes-Benz,C-Class,2017,241.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,43675
Mercedes-Benz,C-Class,2017,469.0,8.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,65200
Mercedes-Benz,C-Class,2017,241.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,41500
Mercedes-Benz,C-Class,2017,241.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,41850
Mercedes-Benz,C-Class,2017,503.0,8.0,AUTOMATIC,rear wheel drive,2.0,Midsize,Coupe,75000
Mercedes-Benz,C-Class,2017,241.0,4.0,AUTOMATIC,all wheel drive,2.0,Midsize,Convertible,52900
Mercedes-Benz,C-Class,2017,241.0,4.0,AUTOMATIC,rear wheel drive,2.0,Midsize,Convertible,50900
Ford,C-Max Hybrid,2015,188.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Wagon,27170
Ford,C-Max Hybrid,2015,188.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Wagon,24170
Ford,C-Max Hybrid,2016,188.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Wagon,24170
Ford,C-Max Hybrid,2016,188.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Wagon,27170
Ford,C-Max Hybrid,2017,188.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Wagon,24120
Ford,C-Max Hybrid,2017,188.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Wagon,27120
Volvo,C30,2011,227.0,5.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,24700
Volvo,C30,2011,227.0,5.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,27100
Volvo,C30,2012,227.0,5.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,27450
Volvo,C30,2012,227.0,5.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,24950
Volvo,C30,2013,227.0,5.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,25500
Volvo,C30,2013,227.0,5.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,27850
Mercedes-Benz,C36 AMG,1995,268.0,6.0,AUTOMATIC,rear wheel drive,4.0,Compact,Sedan,3555
Mercedes-Benz,C36 AMG,1996,276.0,6.0,AUTOMATIC,rear wheel drive,4.0,Compact,Sedan,3996
Mercedes-Benz,C36 AMG,1997,276.0,6.0,AUTOMATIC,rear wheel drive,4.0,Compact,Sedan,4330
Mercedes-Benz,C43 AMG,1998,302.0,8.0,AUTOMATIC,rear wheel drive,4.0,Compact,Sedan,4472
Mercedes-Benz,C43 AMG,1999,302.0,8.0,AUTOMATIC,rear wheel drive,4.0,Compact,Sedan,4661
Mercedes-Benz,C43 AMG,2000,302.0,8.0,AUTOMATIC,rear wheel drive,4.0,Compact,Sedan,5739
Volvo,C70,2011,227.0,5.0,AUTOMATIC,front wheel drive,2.0,Compact,Convertible,39950
Volvo,C70,2012,227.0,5.0,AUTOMATIC,front wheel drive,2.0,Compact,Convertible,40450
Volvo,C70,2013,227.0,5.0,AUTOMATIC,front wheel drive,2.0,Compact,Convertible,41200
Spyker,C8,2009,400.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,209990
Spyker,C8,2009,400.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,219990
Spyker,C8,2009,400.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,209990
Audi,Cabriolet,1996,172.0,6.0,AUTOMATIC,front wheel drive,2.0,Compact,Convertible,2631
Audi,Cabriolet,1997,172.0,6.0,AUTOMATIC,front wheel drive,2.0,Compact,Convertible,2837
Audi,Cabriolet,1998,172.0,6.0,AUTOMATIC,front wheel drive,2.0,Compact,Convertible,3137
Volkswagen,Cabriolet,1991,94.0,4.0,MANUAL,front wheel drive,2.0,Compact,Convertible,2000
Volkswagen,Cabriolet,1992,94.0,4.0,MANUAL,front wheel drive,2.0,Compact,Convertible,2000
Volkswagen,Cabriolet,1992,94.0,4.0,MANUAL,front wheel drive,2.0,Compact,Convertible,2000
Volkswagen,Cabriolet,1992,94.0,4.0,MANUAL,front wheel drive,2.0,Compact,Convertible,2000
Volkswagen,Cabriolet,1993,94.0,4.0,MANUAL,front wheel drive,2.0,Compact,Convertible,2000
Volkswagen,Cabriolet,1993,94.0,4.0,MANUAL,front wheel drive,2.0,Compact,Convertible,2000
Volkswagen,Cabrio,2000,115.0,4.0,MANUAL,front wheel drive,2.0,Compact,Convertible,2473
Volkswagen,Cabrio,2000,115.0,4.0,MANUAL,front wheel drive,2.0,Compact,Convertible,2568
Volkswagen,Cabrio,2001,115.0,4.0,MANUAL,front wheel drive,2.0,Compact,Convertible,19600
Volkswagen,Cabrio,2001,115.0,4.0,AUTOMATIC,front wheel drive,2.0,Compact,Convertible,23175
Volkswagen,Cabrio,2001,115.0,4.0,MANUAL,front wheel drive,2.0,Compact,Convertible,22300
Volkswagen,Cabrio,2001,115.0,4.0,AUTOMATIC,front wheel drive,2.0,Compact,Convertible,20475
Volkswagen,Cabrio,2001,115.0,4.0,AUTOMATIC,front wheel drive,2.0,Compact,Convertible,21475
Volkswagen,Cabrio,2001,115.0,4.0,MANUAL,front wheel drive,2.0,Compact,Convertible,20600
Volkswagen,Cabrio,2002,115.0,4.0,AUTOMATIC,front wheel drive,2.0,Compact,Convertible,21475
Volkswagen,Cabrio,2002,115.0,4.0,AUTOMATIC,front wheel drive,2.0,Compact,Convertible,23175
Volkswagen,Cabrio,2002,115.0,4.0,MANUAL,front wheel drive,2.0,Compact,Convertible,22300
Volkswagen,Cabrio,2002,115.0,4.0,MANUAL,front wheel drive,2.0,Compact,Convertible,20600
Volkswagen,Cabrio,2002,115.0,4.0,MANUAL,front wheel drive,2.0,Compact,Convertible,19600
